tanggal,seksi_asal,seksi_tujuan,nama_komponen,stok_tersedia,konsumsi_per_jam,lead_time,status_pengiriman,jam_mulai_konsumsi,jam_estimasi_habis,warna_status,saran_tindakan,waktu_habis_stok,warna_status_revised
2025-07-18,Machining,Assy Engine,Crankshaft,50,18,0.8,Sudah Tiba,10:00,12:46:00,Hijau,Tetap pantau stok,2.7777777777777777,Hijau
2025-07-18,Casting,Machining,Engine Block,30,7,1.6,Belum Jalan,07:00,11:17:00,Kuning,Periksa status pengiriman,4.285714285714286,Hijau
2025-07-18,Welding,Painting Steel,Rangka Belakang,65,13,0.7,Dalam Perjalanan,10:00,15:00:00,Hijau,Tetap pantau stok,5.0,Hijau
2025-07-18,Gensub,Assy Unit,Handle Plastik,40,22,1.0,Belum Jalan,06:00,07:49:00,Merah,Hubungi seksi sebelumnya,1.8181818181818181,Hijau
2025-07-18,Painting Steel,Assy Unit,Rangka Body,75,12,0.6,Sudah Tiba,09:00,15:15:00,Hijau,Tetap pantau stok,6.25,Hijau
2025-07-18,Press,Welding,Tangki Bensin,20,10,1.3,Dalam Perjalanan,08:00,10:00:00,Kuning,Periksa status pengiriman,2.0,Hijau
2025-07-18,Machining,Assy Engine,Cylinder Head,55,15,0.8,Sudah Tiba,11:00,14:40:00,Hijau,Tetap pantau stok,3.6666666666666665,Hijau
2025-07-18,Casting,Machining,Engine Block,25,6,1.9,Belum Jalan,07:00,11:10:00,Kuning,Periksa status pengiriman,4.166666666666667,Hijau
2025-07-19,Welding,Painting Steel,Rangka Depan,85,10,0.5,Dalam Perjalanan,10:00,18:30:00,Hijau,Tetap pantau stok,8.5,Hijau
2025-07-19,Gensub,Assy Unit,Bracket Plastik,30,18,1.1,Belum Jalan,06:00,07:40:00,Merah,Hubungi seksi sebelumnya,1.6666666666666667,Hijau
2025-07-19,Painting Steel,Assy Unit,Rangka Body,70,15,0.7,Sudah Tiba,09:00,13:40:00,Hijau,Tetap pantau stok,4.666666666666667,Hijau
2025-07-19,Press,Welding,Tangki Bensin,50,20,1.0,Dalam Perjalanan,08:00,10:30:00,Kuning,Siapkan pengiriman cadangan,2.5,Hijau
2025-07-19,Machining,Assy Engine,Crankshaft,65,12,0.9,Sudah Tiba,10:00,15:25:00,Hijau,Tetap pantau stok,5.416666666666667,Hijau
2025-07-19,Casting,Machining,Engine Block,35,8,1.5,Belum Jalan,07:00,11:22:00,Kuning,Periksa status pengiriman,4.375,Hijau
2025-07-19,Welding,Painting Steel,Rangka Belakang,90,15,0.6,Dalam Perjalanan,09:00,15:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-19,Gensub,Assy Unit,Handle Plastik,25,20,1.2,Belum Jalan,06:00,07:15:00,Merah,Kirim manual lewat forklift,1.25,Kuning
2025-07-19,Painting Steel,Assy Unit,Rangka Body,80,10,0.5,Sudah Tiba,11:00,19:00:00,Hijau,Tetap pantau stok,8.0,Hijau
2025-07-20,Press,Welding,Tangki Bensin,30,15,1.3,Dalam Perjalanan,08:00,10:00:00,Kuning,Periksa status pengiriman,2.0,Hijau
2025-07-20,Machining,Assy Engine,Cylinder Head,60,10,0.7,Sudah Tiba,10:00,16:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-20,Casting,Machining,Engine Block,20,5,1.8,Belum Jalan,07:00,11:00:00,Merah,Hubungi seksi sebelumnya,4.0,Hijau
2025-07-20,Welding,Painting Steel,Rangka Depan,70,12,0.9,Dalam Perjalanan,09:00,14:50:00,Hijau,Tetap pantau stok,5.833333333333333,Hijau
2025-07-20,Gensub,Assy Unit,Bracket Plastik,35,18,1.0,Belum Jalan,06:00,07:56:00,Merah,Hubungi seksi sebelumnya,1.9444444444444444,Hijau
2025-07-20,Painting Steel,Assy Unit,Rangka Body,85,10,0.6,Sudah Tiba,11:00,19:30:00,Hijau,Tetap pantau stok,8.5,Hijau
2025-07-20,Press,Welding,Tangki Bensin,25,15,1.4,Dalam Perjalanan,08:00,09:40:00,Merah,Kirim manual lewat forklift,1.6666666666666667,Kuning
2025-07-20,Machining,Assy Engine,Crankshaft,50,12,0.8,Sudah Tiba,10:00,14:10:00,Hijau,Tetap pantau stok,4.166666666666667,Hijau
2025-07-20,Casting,Machining,Engine Block,40,8,1.6,Belum Jalan,07:00,12:00:00,Kuning,Periksa status pengiriman,5.0,Hijau
2025-07-21,Welding,Painting Steel,Rangka Belakang,75,15,0.7,Dalam Perjalanan,09:00,14:00:00,Hijau,Tetap pantau stok,5.0,Hijau
2025-07-21,Gensub,Assy Unit,Handle Plastik,30,20,1.1,Belum Jalan,06:00,07:30:00,Merah,Hubungi seksi sebelumnya,1.5,Kuning
2025-07-21,Painting Steel,Assy Unit,Rangka Body,90,10,0.5,Sudah Tiba,11:00,20:00:00,Hijau,Tetap pantau stok,9.0,Hijau
2025-07-21,Press,Welding,Tangki Bensin,35,12,1.2,Dalam Perjalanan,08:00,10:55:00,Kuning,Siapkan pengiriman cadangan,2.9166666666666665,Hijau
2025-07-21,Machining,Assy Engine,Cylinder Head,65,15,0.9,Sudah Tiba,10:00,14:20:00,Hijau,Tetap pantau stok,4.333333333333333,Hijau
2025-07-21,Casting,Machining,Engine Block,25,6,1.7,Belum Jalan,07:00,11:10:00,Kuning,Periksa status pengiriman,4.166666666666667,Hijau
2025-07-21,Welding,Painting Steel,Rangka Depan,80,10,0.6,Dalam Perjalanan,09:00,17:00:00,Hijau,Tetap pantau stok,8.0,Hijau
2025-07-21,Gensub,Assy Unit,Bracket Plastik,20,18,1.0,Belum Jalan,06:00,07:06:00,Merah,Kirim manual lewat forklift,1.1111111111111112,Kuning
2025-07-21,Painting Steel,Assy Unit,Rangka Body,70,12,0.7,Sudah Tiba,11:00,16:50:00,Hijau,Tetap pantau stok,5.833333333333333,Hijau
2025-07-22,Press,Welding,Tangki Bensin,45,15,1.2,Dalam Perjalanan,08:00,11:00:00,Kuning,Periksa status pengiriman,3.0,Hijau
2025-07-22,Welding,Painting Steel,Rangka Depan,60,10,0.9,Belum Jalan,09:00,15:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-22,Machining,Assy Engine,Cylinder Head,20,8,1.4,Belum Jalan,07:00,09:30:00,Merah,Hubungi seksi sebelumnya,2.5,Hijau
2025-07-22,Gensub,Assy Unit,Bracket Plastik,90,20,0.7,Sudah Tiba,10:00,14:30:00,Hijau,Tetap pantau stok,4.5,Hijau
2025-07-22,Painting Steel,Assy Unit,Rangka Body,25,10,0.8,Dalam Perjalanan,06:00,08:30:00,Kuning,Siapkan pengiriman cadangan,2.5,Hijau
2025-07-22,Press,Welding,Tangki Bensin,30,12,1.5,Belum Jalan,11:00,13:30:00,Kuning,Periksa status pengiriman,2.5,Hijau
2025-07-22,Machining,Assy Engine,Crankshaft,50,18,1.0,Sudah Tiba,12:00,14:46:00,Hijau,Tetap pantau stok,2.7777777777777777,Hijau
2025-07-22,Casting,Machining,Engine Block,15,5,1.8,Belum Jalan,08:00,11:00:00,Merah,Kirim manual lewat forklift,3.0,Hijau
2025-07-22,Welding,Painting Steel,Rangka Belakang,80,15,0.6,Dalam Perjalanan,09:00,14:20:00,Hijau,Tetap pantau stok,5.333333333333333,Hijau
2025-07-22,Gensub,Assy Unit,Handle Plastik,35,20,1.1,Belum Jalan,07:00,08:45:00,Merah,Hubungi seksi sebelumnya,1.75,Hijau
2025-07-23,Painting Steel,Assy Unit,Rangka Body,100,10,0.5,Sudah Tiba,10:00,20:00:00,Hijau,Tetap pantau stok,10.0,Hijau
2025-07-23,Press,Welding,Tangki Bensin,25,25,1.3,Dalam Perjalanan,06:00,07:00:00,Merah,Kirim manual lewat forklift,1.0,Merah
2025-07-23,Machining,Assy Engine,Cylinder Head,70,12,0.9,Sudah Tiba,08:00,13:50:00,Hijau,Tetap pantau stok,5.833333333333333,Hijau
2025-07-23,Casting,Machining,Engine Block,40,8,1.7,Belum Jalan,09:00,14:00:00,Kuning,Periksa status pengiriman,5.0,Hijau
2025-07-23,Welding,Painting Steel,Rangka Depan,55,15,0.8,Dalam Perjalanan,11:00,14:40:00,Hijau,Tetap pantau stok,3.6666666666666665,Hijau
2025-07-23,Gensub,Assy Unit,Bracket Plastik,20,10,1.2,Belum Jalan,07:00,09:00:00,Merah,Hubungi seksi sebelumnya,2.0,Hijau
2025-07-23,Painting Steel,Assy Unit,Rangka Body,60,20,0.7,Sudah Tiba,12:00,15:00:00,Hijau,Tetap pantau stok,3.0,Hijau
2025-07-23,Press,Welding,Tangki Bensin,35,18,1.0,Dalam Perjalanan,08:00,09:56:00,Kuning,Siapkan pengiriman cadangan,1.9444444444444444,Hijau
2025-07-23,Machining,Assy Engine,Crankshaft,90,15,0.9,Sudah Tiba,10:00,16:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-23,Casting,Machining,Engine Block,25,10,1.5,Belum Jalan,06:00,08:30:00,Merah,Kirim manual lewat forklift,2.5,Hijau
2025-07-24,Welding,Painting Steel,Rangka Belakang,50,12,0.8,Dalam Perjalanan,09:00,13:10:00,Hijau,Tetap pantau stok,4.166666666666667,Hijau
2025-07-24,Gensub,Assy Unit,Handle Plastik,30,20,1.3,Belum Jalan,07:00,08:30:00,Merah,Hubungi seksi sebelumnya,1.5,Kuning
2025-07-24,Painting Steel,Assy Unit,Rangka Body,80,10,0.6,Sudah Tiba,11:00,19:00:00,Hijau,Tetap pantau stok,8.0,Hijau
2025-07-24,Press,Welding,Tangki Bensin,15,15,1.4,Dalam Perjalanan,08:00,09:00:00,Merah,Kirim manual lewat forklift,1.0,Merah
2025-07-24,Machining,Assy Engine,Cylinder Head,60,10,0.7,Sudah Tiba,10:00,16:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-24,Casting,Machining,Engine Block,45,8,1.2,Belum Jalan,06:00,11:37:00,Kuning,Periksa status pengiriman,5.625,Hijau
2025-07-24,Welding,Painting Steel,Rangka Depan,70,15,0.9,Dalam Perjalanan,09:00,13:40:00,Hijau,Tetap pantau stok,4.666666666666667,Hijau
2025-07-24,Gensub,Assy Unit,Bracket Plastik,25,20,1.0,Belum Jalan,07:00,08:15:00,Merah,Hubungi seksi sebelumnya,1.25,Kuning
2025-07-24,Painting Steel,Assy Unit,Rangka Body,90,10,0.5,Sudah Tiba,12:00,21:00:00,Hijau,Tetap pantau stok,9.0,Hijau
2025-07-25,Press,Welding,Tangki Bensin,35,12,1.1,Dalam Perjalanan,08:00,10:55:00,Kuning,Siapkan pengiriman cadangan,2.9166666666666665,Hijau
2025-07-25,Machining,Assy Engine,Crankshaft,50,18,0.8,Sudah Tiba,10:00,12:46:00,Hijau,Tetap pantau stok,2.7777777777777777,Hijau
2025-07-25,Casting,Machining,Engine Block,30,7,1.6,Belum Jalan,07:00,11:17:00,Kuning,Periksa status pengiriman,4.285714285714286,Hijau
2025-07-25,Welding,Painting Steel,Rangka Belakang,65,13,0.7,Dalam Perjalanan,10:00,15:00:00,Hijau,Tetap pantau stok,5.0,Hijau
2025-07-25,Gensub,Assy Unit,Handle Plastik,40,22,1.0,Belum Jalan,06:00,07:49:00,Merah,Hubungi seksi sebelumnya,1.8181818181818181,Hijau
2025-07-25,Painting Steel,Assy Unit,Rangka Body,75,12,0.6,Sudah Tiba,09:00,15:15:00,Hijau,Tetap pantau stok,6.25,Hijau
2025-07-25,Press,Welding,Tangki Bensin,20,10,1.3,Dalam Perjalanan,08:00,10:00:00,Kuning,Periksa status pengiriman,2.0,Hijau
2025-07-25,Machining,Assy Engine,Cylinder Head,55,15,0.8,Sudah Tiba,11:00,14:40:00,Hijau,Tetap pantau stok,3.6666666666666665,Hijau
2025-07-25,Casting,Machining,Engine Block,25,6,1.9,Belum Jalan,07:00,11:10:00,Kuning,Periksa status pengiriman,4.166666666666667,Hijau
2025-07-26,Welding,Painting Steel,Rangka Depan,85,10,0.5,Dalam Perjalanan,10:00,18:30:00,Hijau,Tetap pantau stok,8.5,Hijau
2025-07-26,Gensub,Assy Unit,Bracket Plastik,30,18,1.1,Belum Jalan,06:00,07:40:00,Merah,Hubungi seksi sebelumnya,1.6666666666666667,Hijau
2025-07-26,Painting Steel,Assy Unit,Rangka Body,70,15,0.7,Sudah Tiba,09:00,13:40:00,Hijau,Tetap pantau stok,4.666666666666667,Hijau
2025-07-26,Press,Welding,Tangki Bensin,50,20,1.0,Dalam Perjalanan,08:00,10:30:00,Kuning,Siapkan pengiriman cadangan,2.5,Hijau
2025-07-26,Machining,Assy Engine,Crankshaft,65,12,0.9,Sudah Tiba,10:00,15:25:00,Hijau,Tetap pantau stok,5.416666666666667,Hijau
2025-07-26,Casting,Machining,Engine Block,35,8,1.5,Belum Jalan,07:00,11:22:00,Kuning,Periksa status pengiriman,4.375,Hijau
2025-07-26,Welding,Painting Steel,Rangka Belakang,90,15,0.6,Dalam Perjalanan,09:00,15:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-26,Gensub,Assy Unit,Handle Plastik,25,20,1.2,Belum Jalan,06:00,07:15:00,Merah,Kirim manual lewat forklift,1.25,Kuning
2025-07-26,Painting Steel,Assy Unit,Rangka Body,80,10,0.5,Sudah Tiba,11:00,19:00:00,Hijau,Tetap pantau stok,8.0,Hijau
2025-07-27,Press,Welding,Tangki Bensin,30,15,1.3,Dalam Perjalanan,08:00,10:00:00,Kuning,Periksa status pengiriman,2.0,Hijau
2025-07-27,Machining,Assy Engine,Cylinder Head,60,10,0.7,Sudah Tiba,10:00,16:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-27,Casting,Machining,Engine Block,20,5,1.8,Belum Jalan,07:00,11:00:00,Merah,Hubungi seksi sebelumnya,4.0,Hijau
2025-07-27,Welding,Painting Steel,Rangka Depan,70,12,0.9,Dalam Perjalanan,09:00,14:50:00,Hijau,Tetap pantau stok,5.833333333333333,Hijau
2025-07-27,Gensub,Assy Unit,Bracket Plastik,35,18,1.0,Belum Jalan,06:00,07:56:00,Merah,Hubungi seksi sebelumnya,1.9444444444444444,Hijau
2025-07-27,Painting Steel,Assy Unit,Rangka Body,85,10,0.6,Sudah Tiba,11:00,19:30:00,Hijau,Tetap pantau stok,8.5,Hijau
2025-07-27,Press,Welding,Tangki Bensin,25,15,1.4,Dalam Perjalanan,08:00,09:40:00,Merah,Kirim manual lewat forklift,1.6666666666666667,Kuning
2025-07-27,Machining,Assy Engine,Crankshaft,50,12,0.8,Sudah Tiba,10:00,14:10:00,Hijau,Tetap pantau stok,4.166666666666667,Hijau
2025-07-27,Casting,Machining,Engine Block,40,8,1.6,Belum Jalan,07:00,12:00:00,Kuning,Periksa status pengiriman,5.0,Hijau
2025-07-28,Welding,Painting Steel,Rangka Belakang,75,15,0.7,Dalam Perjalanan,09:00,14:00:00,Hijau,Tetap pantau stok,5.0,Hijau
2025-07-28,Gensub,Assy Unit,Handle Plastik,30,20,1.1,Belum Jalan,06:00,07:30:00,Merah,Hubungi seksi sebelumnya,1.5,Kuning
2025-07-28,Painting Steel,Assy Unit,Rangka Body,90,10,0.5,Sudah Tiba,11:00,20:00:00,Hijau,Tetap pantau stok,9.0,Hijau
2025-07-28,Press,Welding,Tangki Bensin,35,12,1.2,Dalam Perjalanan,08:00,10:55:00,Kuning,Siapkan pengiriman cadangan,2.9166666666666665,Hijau
2025-07-28,Machining,Assy Engine,Cylinder Head,65,15,0.9,Sudah Tiba,10:00,14:20:00,Hijau,Tetap pantau stok,4.333333333333333,Hijau
2025-07-28,Casting,Machining,Engine Block,25,6,1.7,Belum Jalan,07:00,11:10:00,Kuning,Periksa status pengiriman,4.166666666666667,Hijau
2025-07-28,Welding,Painting Steel,Rangka Depan,80,10,0.6,Dalam Perjalanan,09:00,17:00:00,Hijau,Tetap pantau stok,8.0,Hijau
2025-07-28,Gensub,Assy Unit,Bracket Plastik,20,18,1.0,Belum Jalan,06:00,07:06:00,Merah,Kirim manual lewat forklift,1.1111111111111112,Kuning
2025-07-28,Painting Steel,Assy Unit,Rangka Body,70,12,0.7,Sudah Tiba,11:00,16:50:00,Hijau,Tetap pantau stok,5.833333333333333,Hijau
2025-07-29,Press,Welding,Tangki Bensin,45,15,1.2,Dalam Perjalanan,08:00,11:00:00,Kuning,Periksa status pengiriman,3.0,Hijau
2025-07-29,Welding,Painting Steel,Rangka Depan,60,10,0.9,Belum Jalan,09:00,15:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-29,Machining,Assy Engine,Cylinder Head,20,8,1.4,Belum Jalan,07:00,09:30:00,Merah,Hubungi seksi sebelumnya,2.5,Hijau
2025-07-29,Gensub,Assy Unit,Bracket Plastik,90,20,0.7,Sudah Tiba,10:00,14:30:00,Hijau,Tetap pantau stok,4.5,Hijau
2025-07-29,Painting Steel,Assy Unit,Rangka Body,25,10,0.8,Dalam Perjalanan,06:00,08:30:00,Kuning,Siapkan pengiriman cadangan,2.5,Hijau
2025-07-29,Press,Welding,Tangki Bensin,30,12,1.5,Belum Jalan,11:00,13:30:00,Kuning,Periksa status pengiriman,2.5,Hijau
2025-07-29,Machining,Assy Engine,Crankshaft,50,18,1.0,Sudah Tiba,12:00,14:46:00,Hijau,Tetap pantau stok,2.7777777777777777,Hijau
2025-07-29,Casting,Machining,Engine Block,15,5,1.8,Belum Jalan,08:00,11:00:00,Merah,Kirim manual lewat forklift,3.0,Hijau
2025-07-29,Welding,Painting Steel,Rangka Belakang,80,15,0.6,Dalam Perjalanan,09:00,14:20:00,Hijau,Tetap pantau stok,5.333333333333333,Hijau
2025-07-29,Gensub,Assy Unit,Handle Plastik,35,20,1.1,Belum Jalan,07:00,08:45:00,Merah,Hubungi seksi sebelumnya,1.75,Hijau
2025-07-30,Painting Steel,Assy Unit,Rangka Body,100,10,0.5,Sudah Tiba,10:00,20:00:00,Hijau,Tetap pantau stok,10.0,Hijau
2025-07-30,Press,Welding,Tangki Bensin,25,25,1.3,Dalam Perjalanan,06:00,07:00:00,Merah,Kirim manual lewat forklift,1.0,Merah
2025-07-30,Machining,Assy Engine,Cylinder Head,70,12,0.9,Sudah Tiba,08:00,13:50:00,Hijau,Tetap pantau stok,5.833333333333333,Hijau
2025-07-30,Casting,Machining,Engine Block,40,8,1.7,Belum Jalan,09:00,14:00:00,Kuning,Periksa status pengiriman,5.0,Hijau
2025-07-30,Welding,Painting Steel,Rangka Depan,55,15,0.8,Dalam Perjalanan,11:00,14:40:00,Hijau,Tetap pantau stok,3.6666666666666665,Hijau
2025-07-30,Gensub,Assy Unit,Bracket Plastik,20,10,1.2,Belum Jalan,07:00,09:00:00,Merah,Hubungi seksi sebelumnya,2.0,Hijau
2025-07-30,Painting Steel,Assy Unit,Rangka Body,60,20,0.7,Sudah Tiba,12:00,15:00:00,Hijau,Tetap pantau stok,3.0,Hijau
2025-07-30,Press,Welding,Tangki Bensin,35,18,1.0,Dalam Perjalanan,08:00,09:56:00,Kuning,Siapkan pengiriman cadangan,1.9444444444444444,Hijau
2025-07-30,Machining,Assy Engine,Crankshaft,90,15,0.9,Sudah Tiba,10:00,16:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-30,Casting,Machining,Engine Block,25,10,1.5,Belum Jalan,06:00,08:30:00,Merah,Kirim manual lewat forklift,2.5,Hijau
2025-07-31,Welding,Painting Steel,Rangka Belakang,50,12,0.8,Dalam Perjalanan,09:00,13:10:00,Hijau,Tetap pantau stok,4.166666666666667,Hijau
2025-07-31,Gensub,Assy Unit,Handle Plastik,30,20,1.3,Belum Jalan,07:00,08:30:00,Merah,Hubungi seksi sebelumnya,1.5,Kuning
2025-07-31,Painting Steel,Assy Unit,Rangka Body,80,10,0.6,Sudah Tiba,11:00,19:00:00,Hijau,Tetap pantau stok,8.0,Hijau
2025-07-31,Press,Welding,Tangki Bensin,15,15,1.4,Dalam Perjalanan,08:00,09:00:00,Merah,Kirim manual lewat forklift,1.0,Merah
2025-07-31,Machining,Assy Engine,Cylinder Head,60,10,0.7,Sudah Tiba,10:00,16:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-31,Casting,Machining,Engine Block,45,8,1.2,Belum Jalan,06:00,11:37:00,Kuning,Periksa status pengiriman,5.625,Hijau
2025-07-31,Welding,Painting Steel,Rangka Depan,70,15,0.9,Dalam Perjalanan,09:00,13:40:00,Hijau,Tetap pantau stok,4.666666666666667,Hijau
2025-07-31,Gensub,Assy Unit,Bracket Plastik,25,20,1.0,Belum Jalan,07:00,08:15:00,Merah,Hubungi seksi sebelumnya,1.25,Kuning
2025-07-31,Painting Steel,Assy Unit,Rangka Body,90,10,0.5,Sudah Tiba,12:00,21:00:00,Hijau,Tetap pantau stok,9.0,Hijau
2025-07-01,Press,Welding,Tangki Bensin,35,12,1.1,Dalam Perjalanan,08:00,10:55:00,Kuning,Siapkan pengiriman cadangan,2.9166666666666665,Hijau
2025-07-01,Machining,Assy Engine,Crankshaft,50,18,0.8,Sudah Tiba,10:00,12:46:00,Hijau,Tetap pantau stok,2.7777777777777777,Hijau
2025-07-01,Casting,Machining,Engine Block,30,7,1.6,Belum Jalan,07:00,11:17:00,Kuning,Periksa status pengiriman,4.285714285714286,Hijau
2025-07-01,Welding,Painting Steel,Rangka Belakang,65,13,0.7,Dalam Perjalanan,10:00,15:00:00,Hijau,Tetap pantau stok,5.0,Hijau
2025-07-01,Gensub,Assy Unit,Handle Plastik,40,22,1.0,Belum Jalan,06:00,07:49:00,Merah,Hubungi seksi sebelumnya,1.8181818181818181,Hijau
2025-07-01,Painting Steel,Assy Unit,Rangka Body,75,12,0.6,Sudah Tiba,09:00,15:15:00,Hijau,Tetap pantau stok,6.25,Hijau
2025-07-01,Press,Welding,Tangki Bensin,20,10,1.3,Dalam Perjalanan,08:00,10:00:00,Kuning,Periksa status pengiriman,2.0,Hijau
2025-07-01,Machining,Assy Engine,Cylinder Head,55,15,0.8,Sudah Tiba,11:00,14:40:00,Hijau,Tetap pantau stok,3.6666666666666665,Hijau
2025-07-01,Casting,Machining,Engine Block,25,6,1.9,Belum Jalan,07:00,11:10:00,Kuning,Periksa status pengiriman,4.166666666666667,Hijau
2025-07-02,Welding,Painting Steel,Rangka Depan,85,10,0.5,Dalam Perjalanan,10:00,18:30:00,Hijau,Tetap pantau stok,8.5,Hijau
2025-07-02,Gensub,Assy Unit,Bracket Plastik,30,18,1.1,Belum Jalan,06:00,07:40:00,Merah,Hubungi seksi sebelumnya,1.6666666666666667,Hijau
2025-07-02,Painting Steel,Assy Unit,Rangka Body,70,15,0.7,Sudah Tiba,09:00,13:40:00,Hijau,Tetap pantau stok,4.666666666666667,Hijau
2025-07-02,Press,Welding,Tangki Bensin,50,20,1.0,Dalam Perjalanan,08:00,10:30:00,Kuning,Siapkan pengiriman cadangan,2.5,Hijau
2025-07-02,Machining,Assy Engine,Crankshaft,65,12,0.9,Sudah Tiba,10:00,15:25:00,Hijau,Tetap pantau stok,5.416666666666667,Hijau
2025-07-02,Casting,Machining,Engine Block,35,8,1.5,Belum Jalan,07:00,11:22:00,Kuning,Periksa status pengiriman,4.375,Hijau
2025-07-02,Welding,Painting Steel,Rangka Belakang,90,15,0.6,Dalam Perjalanan,09:00,15:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-02,Gensub,Assy Unit,Handle Plastik,25,20,1.2,Belum Jalan,06:00,07:15:00,Merah,Kirim manual lewat forklift,1.25,Kuning
2025-07-02,Painting Steel,Assy Unit,Rangka Body,80,10,0.5,Sudah Tiba,11:00,19:00:00,Hijau,Tetap pantau stok,8.0,Hijau
2025-07-03,Press,Welding,Tangki Bensin,30,15,1.3,Dalam Perjalanan,08:00,10:00:00,Kuning,Periksa status pengiriman,2.0,Hijau
2025-07-03,Machining,Assy Engine,Cylinder Head,60,10,0.7,Sudah Tiba,10:00,16:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-03,Casting,Machining,Engine Block,20,5,1.8,Belum Jalan,07:00,11:00:00,Merah,Hubungi seksi sebelumnya,4.0,Hijau
2025-07-03,Welding,Painting Steel,Rangka Depan,70,12,0.9,Dalam Perjalanan,09:00,14:50:00,Hijau,Tetap pantau stok,5.833333333333333,Hijau
2025-07-03,Gensub,Assy Unit,Bracket Plastik,35,18,1.0,Belum Jalan,06:00,07:56:00,Merah,Hubungi seksi sebelumnya,1.9444444444444444,Hijau
2025-07-03,Painting Steel,Assy Unit,Rangka Body,85,10,0.6,Sudah Tiba,11:00,19:30:00,Hijau,Tetap pantau stok,8.5,Hijau
2025-07-03,Press,Welding,Tangki Bensin,25,15,1.4,Dalam Perjalanan,08:00,09:40:00,Merah,Kirim manual lewat forklift,1.6666666666666667,Kuning
2025-07-03,Machining,Assy Engine,Crankshaft,50,12,0.8,Sudah Tiba,10:00,14:10:00,Hijau,Tetap pantau stok,4.166666666666667,Hijau
2025-07-03,Casting,Machining,Engine Block,40,8,1.6,Belum Jalan,07:00,12:00:00,Kuning,Periksa status pengiriman,5.0,Hijau
2025-07-04,Welding,Painting Steel,Rangka Belakang,75,15,0.7,Dalam Perjalanan,09:00,14:00:00,Hijau,Tetap pantau stok,5.0,Hijau
2025-07-04,Gensub,Assy Unit,Handle Plastik,30,20,1.1,Belum Jalan,06:00,07:30:00,Merah,Hubungi seksi sebelumnya,1.5,Kuning
2025-07-04,Painting Steel,Assy Unit,Rangka Body,90,10,0.5,Sudah Tiba,11:00,20:00:00,Hijau,Tetap pantau stok,9.0,Hijau
2025-07-04,Press,Welding,Tangki Bensin,35,12,1.2,Dalam Perjalanan,08:00,10:55:00,Kuning,Siapkan pengiriman cadangan,2.9166666666666665,Hijau
2025-07-04,Machining,Assy Engine,Cylinder Head,65,15,0.9,Sudah Tiba,10:00,14:20:00,Hijau,Tetap pantau stok,4.333333333333333,Hijau
2025-07-04,Casting,Machining,Engine Block,25,6,1.7,Belum Jalan,07:00,11:10:00,Kuning,Periksa status pengiriman,4.166666666666667,Hijau
2025-07-04,Welding,Painting Steel,Rangka Depan,80,10,0.6,Dalam Perjalanan,09:00,17:00:00,Hijau,Tetap pantau stok,8.0,Hijau
2025-07-04,Gensub,Assy Unit,Bracket Plastik,20,18,1.0,Belum Jalan,06:00,07:06:00,Merah,Kirim manual lewat forklift,1.1111111111111112,Kuning
2025-07-04,Painting Steel,Assy Unit,Rangka Body,70,12,0.7,Sudah Tiba,11:00,16:50:00,Hijau,Tetap pantau stok,5.833333333333333,Hijau
2025-07-05,Press,Welding,Tangki Bensin,45,15,1.2,Dalam Perjalanan,08:00,11:00:00,Kuning,Periksa status pengiriman,3.0,Hijau
2025-07-05,Welding,Painting Steel,Rangka Depan,60,10,0.9,Belum Jalan,09:00,15:00:00,Hijau,Tetap pantau stok,6.0,Hijau
2025-07-05,Machining,Assy Engine,Cylinder Head,20,8,1.4,Belum Jalan,07:00,09:30:00,Merah,Hubungi seksi sebelumnya,2.5,Hijau
2025-07-05,Gensub,Assy Unit,Bracket Plastik,90,20,0.7,Sudah Tiba,10:00,14:30:00,Hijau,Tetap pantau stok,4.5,Hijau
2025-07-05,Painting Steel,Assy Unit,Rangka Body,25,10,0.8,Dalam Perjalanan,06:00,08:30:00,Kuning,Siapkan pengiriman cadangan,2.5,Hijau
2025-07-05,Press,Welding,Tangki Bensin,30,12,1.5,Belum Jalan,11:00,13:30:00,Kuning,Periksa status pengiriman,2.5,Hijau
2025-07-05,Machining,Assy Engine,Crankshaft,50,18,1.0,Sudah Tiba,12:00,14:46:00,Hijau,Tetap pantau stok,2.7777777777777777,Hijau
2025-07-05,Casting,Machining,Engine Block,15,5,1.8,Belum Jalan,08:00,11:00:00,Merah,Kirim manual lewat forklift,3.0,Hijau
